ENTIDAD,MUNICIPIO,PARTIDO,PRESIDENTE_MUNICIPAL,PERIODO_FORMATO_ORIGINAL,Year
OAXACA,SANTIAGO JAMILTEPEC,PRD,AURELIO LOPEZ SORIANO,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO JAMILTEPEC,PRD,CLODIO HUMBERTO CRESPO SILVA,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO JAMILTEPEC,PRD,DELFINA ELIZABETH GUZMAN DIAZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO JAMILTEPEC,PRD,PRISCILIANO RAMIREZ GARCIA,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO JAMILTEPEC,PRI,ADOLFO GUILLERMO DE LEON GALVAN,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO JAMILTEPEC,PRI,BRAULIO HERNANDEZ OCAMPO,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO JAMILTEPEC,PRI,EFRAIN DE LA CRUZ SANCHEZ,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO JAMILTEPEC,PRI,GABRIEL IGLESIAS MEZA,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO JAMILTEPEC,PRI,JOSE ANTONIO YGLESIAS ARREOLA,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO JOCOTEPEC,PRI,CARLOS GARCIA MARTINEZ,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO JOCOTEPEC,UYC,DIEGO JIMENEZ CUEVAS,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO JOCOTEPEC,UYC,ELEUTERIO ENRIQUEZ MENDOZA,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO JOCOTEPEC,UYC,JAVIER IGNACIO FLORES,del 13-Oct-2013 al 12-Oct-2016,2014
OAXACA,SANTIAGO JOCOTEPEC,UYC,JORGE ORLANDO GARCIA SANCHEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO JOCOTEPEC,UYC,PEDRO ESCARCEGA PEREZ,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO JOCOTEPEC,UYC,PORFIRIO ACEVEDO CRUZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO JOCOTEPEC,UYC,PROSPERO BELLO GARCIA,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO JOCOTEPEC,UYC,REMIGIO JIMENEZ MENDOZA,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO JOCOTEPEC,UYC,SALVADOR SALINAS MARTINEZ,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO JUXTLAHUACA,COAL,NICOLAS ENRIQUE FERIA ROMERO,del 01-Ene-2019 al 31-Dic-2021,2020
OAXACA,SANTIAGO JUXTLAHUACA,MORENA,ARSENIO LORENZO MEJIA GARCIA,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO JUXTLAHUACA,PI,MACARIO OLIVO ESTRADA,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO JUXTLAHUACA,PRD,CELESTINO HERMINIO CHAVEZ GUTIERREZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO JUXTLAHUACA,PRI,EDMUNDO DE J REYES LOPEZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO JUXTLAHUACA,PRI,JOSE MARCELO MEJIA GARCIA,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO JUXTLAHUACA,PRI,MIGUEL VICTORINO MEJIA SIERRA,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO JUXTLAHUACA,PRI,ROMULO VIRGILIO LEYVA ACEVEDO,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO JUXTLAHUACA,PUP,CARLOS MARTINEZ VILLAVICENCIO,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO JUXTLAHUACA,PUP,JOSE ALFONSO FERIA RODRIGUEZ,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO JUXTLAHUACA,UYC,NICOLAS ENRIQUEZ FERIA ROMERO,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO LACHIGUIRI,PRI,ALBERTO CONDE OLIVERA,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO LACHIGUIRI,PRI,NEMESIO TERAN ESCOBAR,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO LACHIGUIRI,UYC,CIRO RIVERA GONZALES,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO LACHIGUIRI,UYC,CONSTANTINO GALVAN TOLEDO,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO LACHIGUIRI,UYC,EQUILEO VILLANUEVA TORAL,del 02-Nov-2013 al 01-Nov-2016,2014
OAXACA,SANTIAGO LACHIGUIRI,UYC,HERNANDO RAMIREZ BETANZOS,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO LACHIGUIRI,UYC,ISMAEL RODRIGUEZ LOPEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO LACHIGUIRI,UYC,ITAISA LOPEZ GALVAN,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO LACHIGUIRI,UYC,LEONARDO DOMINGUEZ DE JESUS,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO LACHIGUIRI,UYC,ROGELIO TORAL SANCHEZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO LALOPA,PRI,SABINO HERNANDEZ ZAVALA,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO LALOPA,UYC,BERNABE MORALES ANDRES,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO LALOPA,UYC,FIDEL MARTINEZ PEREZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO LALOPA,UYC,GREGORIO LORENZO LOPEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO LALOPA,UYC,JAVIER MARTINEZ VALDES,del 16-Jun-2013 al 16-Jun-2014,2014
OAXACA,SANTIAGO LALOPA,UYC,JUAN GONZALO LOPEZ VASQUEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO LALOPA,UYC,MACEDONIO T FLORES GOMEZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO LALOPA,UYC,NOE ANDRES ZAVALA,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO LAOLLAGA,COAL,AKSA YURAY TOLEDO PRADO,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO LAOLLAGA,NA,NA,NA,2008
OAXACA,SANTIAGO LAOLLAGA,PRI,ANTONIA GUZMAN JARQUIN,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO LAOLLAGA,PRI,ANTONIO TERAN MELCHOR,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO LAOLLAGA,PRI,ANTONIO TERAN MELCHOR,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO LAOLLAGA,PRI,ARTURO VILLALOBOS CEBALLOS,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO LAOLLAGA,PRI,LUCIANO TOLEDO CRUZ,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO LAOLLAGA,PRI,MIGUEL ALVAREZ SANTIAGO,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO LAOLLAGA,PVEM,AKSA YURAY TOLEDO PRADO,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO LAOLLAGA,UYC,RUVICEL RAMIREZ BETANZOS,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO LAXOPA,PRI,FELICIANO GONZALEZ JERONIMO,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO LAXOPA,UYC,BONIFACIO SANTIAGO HERNANDEZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO LAXOPA,UYC,FIDEL CELIS IGNACIO,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO LAXOPA,UYC,JAIME HERNANDEZ IGNACIO,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO LAXOPA,UYC,LIBORIO BENITEZ SALVADOR,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO LAXOPA,UYC,MATEO GARCIA LERDO,del 11-Ago-2013 al 11-Ago-2014,2014
OAXACA,SANTIAGO LAXOPA,UYC,NOE MALDONADO MALDONADO,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO LAXOPA,UYC,TIMOTEO LOPEZ CELIS,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO LLANO GRANDE,COAL,YOLANDA PEÑA SALINAS,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO LLANO GRANDE,CONVER,ADELFO LOPEZ ARELLANES,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO LLANO GRANDE,MORENA,JIVER BAÑOS ORTEGA,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO LLANO GRANDE,PARM,HERMINIO ANIANO AGUIRRE ZAVALETA,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO LLANO GRANDE,PARMEO,DOMINGO JUAN GARCIA BAÑOS,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO LLANO GRANDE,PRD,GILBERTO MELO GUZMAN,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO LLANO GRANDE,PRI,CONSTANTINO ALEJANDRO AGUSTINIANO,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO LLANO GRANDE,PRI,ISMAEL ARELLANES SAGUILAN,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO LLANO GRANDE,PRI,JUAN GABRIEL RODRIGUEZ SALINAS,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO LLANO GRANDE,PRI,JUAN GABRIEL RODRIGUEZ SALINAS,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO LLANO GRANDE,PT,MAURILIO LAREDO SERRANO,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO MATATLAN,PRI,ROGELIO MATEO HERNANDEZ,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO MATATLAN,UYC,FELIPE MATEO MARTINEZ,del 03-Nov-2013 al 02-Nov-2016,2014
OAXACA,SANTIAGO MATATLAN,UYC,FELIPE SERNAS CORTES,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO MATATLAN,UYC,JUAN CARLITOS MENDEZ HERNANDEZ,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO MATATLAN,UYC,JUAN JOSE MENDEZ GARCIA,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO MATATLAN,UYC,JULIO HERNANDEZ ESCOBAR,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO MATATLAN,UYC,LUCIANO JIMENEZ SANTIAGO,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO MATATLAN,UYC,MELCHOR MONTERROSA HERNANDEZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO MATATLAN,UYC,RICARDO LOPEZ MARTINEZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO MATATLAN,UYC,RICARDO LOPEZ MARTINEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO MILTEPEC,PRD,SEBASTIAN VAZQUEZ SANCHEZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO MILTEPEC,PRI,LINO VELASQUEZ MORALES,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO MILTEPEC,UYC,AGUSTIN RANULFO SANCHEZ TORRES,del 23-Nov-2013 al 22-Nov-2016,2014
OAXACA,SANTIAGO MILTEPEC,UYC,DAVID ORTEGA FLORES,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO MILTEPEC,UYC,FRANCISCO VILLAGOMEZ ORTEGA,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO MILTEPEC,UYC,ISIDRO PEDRO CELESTINO ROSAS VASQUEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO MILTEPEC,UYC,JULIO CESAR VASQUEZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO MILTEPEC,UYC,ROMAN VELASQUEZ FLORES,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO MILTEPEC,UYC,VICTOR MIGUEL ANGEL CISNEROS MARTINEZ,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO MILTEPEC,UYC,VICTORIANO ROBERTO AGUILAR LOPEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO MINAS,NA,NA,NA,2008
OAXACA,SANTIAGO MINAS,PRI,CIRILO TORRES DIAZ,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO MINAS,UYC,ALBERTANO JARQUIN,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO MINAS,UYC,ALBERTO CARBAJAL DIAZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO MINAS,UYC,CONSTATINO DIAZ TORRES,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO MINAS,UYC,FELIPE RAMIREZ CARBAJAL,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO MINAS,UYC,HUMBERTO CARBAJAL DIAZ,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO MINAS,UYC,JESUS RIGOBERTO LEON DIAZ,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO MINAS,UYC,JESUS RIGOBERTO LEON DIAZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO MINAS,UYC,MOISES TORRES MORALES,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO NACALTEPEC,PRI,RAFAEL VELASCO CRUZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO NACALTEPEC,PRI,SILVINO SANTIAGO CRUZ,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO NACALTEPEC,UYC,AMNEY SANTIAGO SANTIAGO,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO NACALTEPEC,UYC,AURELIO SANTIAGO RAMOS,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO NACALTEPEC,UYC,CARLOS GARCIA BRAVO,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO NACALTEPEC,UYC,CIPRIANO SORIANO ANGULO,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO NACALTEPEC,UYC,ELIAS CRUZ CARRASCO,del 27-Oct-2013 al 26-Oct-2016,2014
OAXACA,SANTIAGO NACALTEPEC,UYC,FELIX SANTIAGO SORIANO,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO NACALTEPEC,UYC,JAIME VELASCO HIPOLITO,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO NACALTEPEC,UYC,MIGUEL GRIMUALDO CRUZ CORONADO,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO NEJAPILLA,PRI,CIRINO RAMIREZ CRUZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO NEJAPILLA,PRI,LADISLAO SANTIAGO CRUZ,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO NEJAPILLA,UYC,AQUILINO CRUZ ANTONIO,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO NEJAPILLA,UYC,JAIME SANTIAGO VELASCO,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO NEJAPILLA,UYC,JOSE SANTIAGO SANTOS,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO NEJAPILLA,UYC,MAXIMINO CRUZ JIMENEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO NEJAPILLA,UYC,PEDRO PABLO SANTOS,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO NEJAPILLA,UYC,RICARDO VICTORIA ANTONIO,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO NEJAPILLA,UYC,SEBASTIAN VICTORIA VELASCO,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO NEJAPILLA,UYC,SIXTO VELASCO SANTIAGO,del 07-Oct-2013 al 06-Oct-2016,2014
OAXACA,SANTIAGO NILTEPEC,MORENA,FROYLAN MEDINA SANTOS,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO NILTEPEC,PRD,CESAR NOLASCO LOPEZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO NILTEPEC,PRD,LUIS LOPEZ JACINTO,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO NILTEPEC,PRD,PORFIRIA TOLEDO SANCHEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO NILTEPEC,PRD,ZELFARELI CRUZ MEDINA,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO NILTEPEC,PRI,ADELAIDO RICOY CORTES,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO NILTEPEC,PRI,ARMANDO CRUZ PEREZ,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO NILTEPEC,PRI,FROYLAN MEDINA SANTOS,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO NILTEPEC,PRI,IRMA MEDINA RAMIREZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO NILTEPEC,PRI,LINO VELAZCO MORALES,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO NILTEPEC,PRI,SANTIAGO CRUZ NUÑEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO NUNDICHE,PRI,LEOPOLDO HERNANDEZ ANTONIO,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO NUNDICHE,UYC,ANDRES HERNANDEZ MARTINEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO NUNDICHE,UYC,ANTOLINA LOPEZ MARTINEZ,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO NUNDICHE,UYC,BARTOLO PEÑA MARTINEZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO NUNDICHE,UYC,CONSTANCIO SANJUAN SANJUAN,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO NUNDICHE,UYC,CRESCENCIO CISNEROS SANJUAN,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO NUNDICHE,UYC,DOMINGO CHAVEZ HERNANDEZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO NUNDICHE,UYC,HERMINIO REYES MIGUEL,del 14-Jul-2013 al 13-Jul-2016,2014
OAXACA,SANTIAGO NUNDICHE,UYC,LEONARDO ORTIZ LOPEZ,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO NUNDICHE,UYC,ROBERTO HERNANDEZ CHAVEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO NUYOO,NA,LEOPOLDO HERNANDEZ ANTONIO,de 1993 a 1994,1993
OAXACA,SANTIAGO NUYOO,PRI,DAMAZO PEREZ ROJAS,del 01-Ene-1993 al 31-Dic-1995,1995
OAXACA,SANTIAGO NUYOO,UYC,ADELAIDO NICOLAS CRUZ SARABIA,del 24-Jun-2013 al 23-Jun-2016,2014
OAXACA,SANTIAGO NUYOO,UYC,ALFONSO F VASQUEZ GARCIA,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO NUYOO,UYC,BENITO MOISES LOPEZ LOPEZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO NUYOO,UYC,FERNANDO GILDARDO PEREZ SARABIA,del 01-Ene-2020 al 31-Dic-2022,2020
OAXACA,SANTIAGO NUYOO,UYC,JOSE SANTIAGO LOPEZ BAUTISTA,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO NUYOO,UYC,SALOMON EULALIO HERNANDEZ LOPEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO NUYOO,UYC,SECUNDINO MARTIN SANTIAGO PEREZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO NUYOO,UYC,TERESA EPIFANIA SARABIA LOPEZ,del 01-Ene-2017 al 31-Dic-2019,2017
OAXACA,SANTIAGO NUYOO,UYC,TIMOTEO PEREZ BAUTISTA,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO PINOTEPA NACIONAL,COAL,JOSE ALBERTO FENOCHIO VIGIL,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO PINOTEPA NACIONAL,MORENA,ANTONIO MARBEL JIMENEZ MEZA,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRD,GUILLERMO GARCIA CAJERO,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRD,JAIME FUENTES BAÑOS,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRD,TOMAS BASALDU GUTIERREZ,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRI,ALVARO LUIS BAÑOS DIAZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRI,CARLOS ALBERTO RAMOS ARAGON,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRI,CARLOS SARABIA CAMACHO,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRI,CONRADO GABRIEL RODRIGUEZ PELAEZ,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRI,JOSE ISIDRO TOSCANO VASQUEZ,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO PINOTEPA NACIONAL,PRI,LIBRADO FRANCISCO BAÑOS BAÑOS,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO SUCHILQUITONGO,MORENA,LAURA ISABEL ROMAN FIGUEROA,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO SUCHILQUITONGO,PRD,ADOLFO CASTELLANOS TORRES,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO SUCHILQUITONGO,PRD,AMANDO PEDRO CASTELLANOS TORRES,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO SUCHILQUITONGO,PRD,JESUS BERNARDO TORRES GARCIA,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO SUCHILQUITONGO,PRI,FRANCISCO JUAN LOPEZ BAUTISTA,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO SUCHILQUITONGO,PRI,ISIDRO LUIS CAMACHO OJEDA,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO SUCHILQUITONGO,PRI,ISIDRO LUIS CAMACHO OJEDA,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO SUCHILQUITONGO,PRI,JUAN ABEL GONZALEZ HERNANDEZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO SUCHILQUITONGO,PRI,JULIAN RAMOS MARTINEZ,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO SUCHILQUITONGO,PRI,ROGELIO RUIZ CASTELLANOS,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO SUCHILQUITONGO,PSD,JULIO CESAR RODRIGUEZ LOPEZ,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO TAMAZOLA,COAL,ANAYELI ANGELICA HUERTA ATRISTAIN,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO TAMAZOLA,MORENA,ELSA MENDEZ AYALA,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO TAMAZOLA,PRI,ALBINO VASQUEZ CERVANTES,del 01-Ene-1996 al 31-Dic-1998,1996
OAXACA,SANTIAGO TAMAZOLA,PRI,BENITO PERFECTO LOPEZ MARTINEZ,del 01-Ene-1999 al 31-Dic-2001,1999
OAXACA,SANTIAGO TAMAZOLA,PRI,GREGORIO CATALINO ZAYAS RIVERA,del 01-Ene-2002 al 31-Dic-2004,2002
OAXACA,SANTIAGO TAMAZOLA,PRI,JAIME SALAZAR SALAZAR,del 01-Ene-1993 al 31-Dic-1995,1993
OAXACA,SANTIAGO TAMAZOLA,PRI,JAVIER LEONIDES LOPEZ ROLDAN,del 01-Ene-2008 al 31-Dic-2010,2008
OAXACA,SANTIAGO TAMAZOLA,PRI,JAVIER LEONIDES LOPEZ ROLDAN,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO TAMAZOLA,PRI,JESUS LARIOS CASTILLO,del 01-Ene-2005 al 31-Dic-2007,2005
OAXACA,SANTIAGO TAMAZOLA,PRI,OSCAR SANCHEZ RUIZ,del 01-Ene-2017 al 31-Dic-2018,2017
OAXACA,SANTIAGO TAMAZOLA,PRI,ZENON JUAN MANZANO VARGAS,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO TAPEXTLA,FXM,RAMON BACHO SERRANO,del 01-Ene-2022 al 31-Dic-2024,2022
OAXACA,SANTIAGO TAPEXTLA,PNA,ANDRES VERONICA SILVA,del 01-Ene-2019 al 31-Dic-2021,2019
OAXACA,SANTIAGO TAPEXTLA,PNA,GUADALUPE VARGAS CRUZ,del 01-Ene-2011 al 31-Dic-2013,2011
OAXACA,SANTIAGO TAPEXTLA,PRD,JULISES ANABEL BERNAL GONZALEZ,del 01-Ene-2014 al 31-Dic-2016,2014
OAXACA,SANTIAGO TAPEXTLA,PRD,SALVADOR SILVA NARVAEZ,del 01-Ene-2008 al 31-Dic-2010,2008
